accession,gene_name,abundance_24,abundance_48,abundance_72,abundance_96,abundance_120
P11021,HSPA5,5032855148,4739816884,4692739261,4640943550,4776588711
Q96AZ6,ISG20,25994007.57,21662275.51,9207853.164,4787282.007,15412854.56
Q9NUQ2,AGPAT5,436848.79,769818.1163,1324707.357,525706.2413,764270.1262
Q15436,SEC23A,155577346.2,164955153.9,160892973.6,154361376.7,158946712.6
Q5T0N5,FNBP1L,1131904.039,1312376.255,1247439.654,1331667.496,1255846.861
Q6ZS17,FAM65A; RIPOR1,4996643.064,6195253.785,5105934.355,5280107.776,5394484.745
P82979,SARNP,54386641.87,40466088.89,30590110.9,31679195.79,39280509.36
Q96RL7,VPS13A,654321.9361,914282.6272,1590177.491,1749801.466,1227145.88
P84095,RHOG,30969882.69,37994391.28,36628353.94,35842935.58,35358890.87
O14683,TP53I11,5596095.006,4611762.844,5375306.32,5747152.548,5332579.179
P48449,LSS,67794966.48,79667371.03,73063725.67,74011504.42,73634391.9
Q9ULC3,RAB23,31391017.38,32134105.64,27354638.49,25394232.56,29068498.52
P27986,PIK3R1,423323.742,517420.1457,541456.4108,513505.9081,498926.5516
Q6ZMP0,THSD4,12019751.53,12645023.31,18773134.23,25946137.61,17346011.67
Q9H9A6,LRRC40,12507824.58,18454363.95,19221282.02,18350339.45,17133452.5
Q9Y6V7,DDX49,2130909.964,2089502.113,1556676.401,1333451.331,1777634.952
Q8IX12,CCAR1,35107769.74,38222905.25,39063711,35915900.91,37077571.72
Q9BVK6,TMED9,118918348,122803822.8,109212201.4,106478433.3,114353201.4
Q15628,TRADD,5270097.999,5925196.028,6057410.995,5829643.335,5770587.089
Q9BYN8,MRPS26,9718428.227,10930264.22,12202312.53,14242480.57,11773371.39
Q8N5M9,JAGN1,8055404.808,9611274.203,11724555.79,12039079.3,10357578.53
Q7Z7A4,PXK,2693572.415,2896579.219,3305531.918,2866193.269,2940469.205
Q13472,TOP3A,1176517.836,1004528.569,1915463.297,1526655.836,1405791.384
Q12846,STX4,20588227.29,21446239.17,22313050.78,23094963.61,21860620.21
Q9H6S3,EPS8L2,1453119.778,2381524.524,2814246.142,3166610.691,2453875.283
P61803,DAD1,22753445.76,26872168.36,22557446.66,22861268.87,23761082.41
O95786,DDX58,72725322.97,71416543.05,61852233.6,48691105.22,63671301.21
P08236,GUSB,5224267.868,6603427.143,12293733.93,13046318.73,9291936.917
O43493,TGOLN2,6873040.739,1021858.473,211106.8913,398912.0495,2126229.538
Q15147,PLCB4,3095360.05,2414164.749,1379340.83,1019443.714,1977077.336
Q96ME1,FBXL18,1415367.495,3362643.45,2228679.204,3972006.835,2744674.246
Q9P2M7,CGN,0,0,1024348.603,1946427.566,742694.0422
P07910,HNRNPC,629413718.4,605721830.2,570222633.9,531235917.3,584148524.9
P80404,ABAT,862433.4804,1230967.922,1833951.116,1979404.029,1476689.137
Q5J8M3,EMC4,11107738.91,13577947.36,15028562.14,16402580.69,14029207.28
O43464,HTRA2,5931821.482,11603011.58,16584008.87,20223869.59,13585677.88
P15153,RAC2,4145881.458,2743183.57,1760838.155,1206208.357,2464027.885
Q8IZ21,PHACTR4,1820716.601,901607.6274,1375560.734,487628.0921,1146378.264
P62072,TIMM10,3049869.641,2058976.539,2001867.327,2568803.797,2419879.326
Q92629,SGCD,5887353.067,5079211.688,5329863.878,5589569.503,5471499.534
P42356,PI4KA,10241569.81,11451529.02,11862474.02,12343483.32,11474764.04
P48681,NES,776454129.2,633258655.9,523939325.1,489915014.2,605891781.1
Q93062,RBPMS,5660150.211,6114588.367,7239688.403,8025353.706,6759945.172
Q9NRK6,ABCB10,1013069.099,1681986.806,1789106.495,1868633.621,1588199.005
O43663,PRC1,3077639.098,4168713.312,1878459.955,2311652.711,2859116.269
Q92785,DPF2,5822992.435,6281195.337,6963232.458,7140316.371,6551934.15
P14923,JUP,17048322.85,29917555.35,29006936.99,23026921.84,24749934.26
Q9H0Q0,FAM49A,488170.4419,896276.4665,586965.5863,1974915.006,986581.8752
P35080,PFN2,58087939.2,61907791.92,63004782.67,48788493.78,57947251.89
Q6UB35,MTHFD1L,51557066.33,52182300.86,48516277.86,46634358.77,49722500.96
P48444,ARCN1,165093174.3,138102452.4,121995302.2,117487326.8,135669563.9
O00273,DFFA,7742825.5,8979734.333,8914260.333,9330683.447,8741875.903
Q6ZMZ3,SYNE3,8410419.082,10219217.24,10336220.39,11141655.01,10026877.93
Q9NZ08,ERAP1,51036329.6,70383367.05,83067857.39,81233827.38,71430345.36
O43752,STX6,9383247.532,9717374.212,10176553.7,10317340.2,9898628.911
O94925,GLS,124199015.3,95369119.07,74780077.97,65859363.68,90051894.01
P10589,NR2F1,615997.1676,2130176.272,2096534.691,2287075.04,1782445.793
Q9Y3Q3,TMED3,5579492.119,2770186.201,2241839.182,2496219.76,3271934.315
Q96S52,PIGS,23133925.72,28459978.66,33338780.63,30527621.1,28865076.53
Q8NBS9,TXNDC5,511255532.1,497372397.8,467392590.9,432284838.7,477076339.9
P62913,RPL11,288420013,300823670,306494377.3,300130970.9,298967257.8
P62266,RPS23,150336416.5,129923197.5,121251843.2,117710835,129805573.1
P56556,NDUFA6,13798596.73,15814820.06,16420395.16,18204155.34,16059491.82
Q6P4Q7,CNNM4,767653.0449,857313.3782,1218397.218,1263315.377,1026669.754
Q9NRZ7,AGPAT3,3575767.152,2734756.486,3171088.416,3166831.504,3162110.889
P61587,RND3,16311166.62,12891652.7,16579550.17,15251899.23,15258567.18
Q15477,SKIV2L,14886956.2,15435724.86,17404971.54,17118874.52,16211631.78
Q9H3F6,KCTD10,2918803.096,3055265.285,2820605.857,2590436.78,2846277.754
P37059,HSD17B2,5088821.112,5246791.171,5573979.153,5274485.274,5296019.177
P43243,MATR3,378056771.7,372578999.2,352593513.8,332131845.7,358840282.6
Q9Y2Q9,MRPS28,10768750.49,12506616.31,13159280.05,13050190.92,12371209.44
Q9UNQ2,DIMT1,8924726.821,7706254.804,5399669.982,4491717.478,6630592.271
Q5PRF9,SAMD4B,3329669.993,3389733.444,3344968.568,3040655.246,3276256.813
Q13426,XRCC4,1752553.809,1713438.933,2070728.757,2283720.719,1955110.554
P57740,NUP107,41963396.83,46425447.18,49213551.62,47864432.89,46366707.13
Q9Y265,RUVBL1,102488287.2,119485582.3,120724605,125548564.9,117061759.9
Q14151,SAFB2,16784510.12,18887784.39,15014883.34,15649068.34,16584061.55
Q53HC9,TSSC1; EIPR1,3633414.781,5282309.707,5502652.609,6712552.94,5282732.509
Q9NV88,INTS9,2536793.694,3650813.734,4544563.514,2501925.78,3308524.18
P53611,RABGGTB,3019970.635,2742693.461,2725825.994,2755484.385,2810993.619
O75431,MTX2,20538967.15,23805676.25,24190190.47,25825488.21,23590080.52
Q6UN15,FIP1L1,24504732.84,29533988.33,29721393.81,26321175.99,27520322.74
Q9UHD1,CHORDC1,50815685.39,64199481.22,56100352.66,54735002.95,56462630.55
Q53F19,C17orf85; NCBP3,6250840.271,5541593.883,5100948.428,4878132.88,5442878.865
O00264,PGRMC1,66131210.62,72060717.96,73044481.22,71686479.31,70730722.28
Q9Y547,HSPB11,3058715.806,4704789.132,5024403.488,4405131.835,4298260.065
Q9NQY0,BIN3,459688.2246,1254047.122,1346468.586,1115520.263,1043931.049
Q16706,MAN2A1,65653837.46,60870859.64,56041187.06,51886850.04,58613183.55
Q9Y5V3,MAGED1,5013033.187,4969616.153,5742127.957,4998941.571,5180929.717
Q4KMP7,TBC1D10B,5806978.827,8266746.441,8775509.716,7826744.702,7668994.921
Q96CS3,FAF2,48511222.2,67470485.16,73841006.28,69679042.35,64875439
P41091,EIF2S3,154720150.8,152654947,139628186,145575861.4,148144786.3
P55210,CASP7,1152156.936,813017.1989,718754.5775,598968.667,820724.3449
P56377,AP1S2,7452555.833,8169867.951,7303829.399,6445405.285,7342914.617
O00399,DCTN6,4568549.946,3881444.82,3901509.588,4872818.269,4306080.656
Q5BJF2,TMEM97,6479106.786,12827140.7,14331460.09,14697209.64,12083729.3
O14735,CDIPT,7692125.147,8968451.944,10672224.07,11549939.1,9720685.065
Q8TB22,SPATA20,3937754.339,4751044.88,7085667.692,8286652.439,6015279.838
P23588,EIF4B,65959015.66,35661701.64,23244226.46,20862912.67,36431964.11
Q03426,MVK,1524229.779,7630038.311,8092556.63,7976207.59,6305758.078
Q96S19,C16orf13; METTL26,1771492.964,1164089.219,1926808.968,1801583.433,1665993.646
P28065,PSMB9,10871940.37,20167989.89,24368973.42,26835476.59,20561095.07
Q92604,LPGAT1,1509117.787,1723577.157,1731812.757,1738343.107,1675712.702
P63173,RPL38,57867827.02,87244981.01,104552724.8,52708816.91,75593587.43
Q8NFV4,ABHD11,4978027.129,6562548.063,9081671.767,10716575.1,7834705.515
Q7KYR7,BTN2A1,10160690.47,8444977.55,6062697.352,5740313.23,7602169.652
P22626,HNRNPA2B1,1518860717,1626027189,1631987676,1563426049,1585075408
Q99996,AKAP9,415651.032,713030.2978,769579.1444,831988.9178,682562.348
Q9NWM8,FKBP14,8181347.978,8351226.659,8152096.103,8859689.988,8386090.182
P06746,POLB,1075225.743,1477736.779,1649972.925,1253970.591,1364226.509
P58107,EPPK1,0,514071.8223,0,1649209.871,540820.4234
O15120,AGPAT2,448371.9427,181316.8495,209793.2207,178871.4472,254588.365
Q9Y289,SLC5A6,1753366.352,2353820.425,2328065.571,2126697.528,2140487.469
Q16762,TST,33570680.5,45585211.25,58783105.84,65330651.69,50817412.32
Q56VL3,OCIAD2,5833376.968,10331600.42,14735727.39,16569687.89,11867598.17
Q13557,CAMK2D,103123835.2,92231334.57,89523184.81,88777462.37,93413954.25
Q9Y2G8,DNAJC16,1959398.282,2327644.359,2543231.519,2529205.156,2339869.829
O76095,JTB,1438162.797,1055063.98,767112.5812,777662.5362,1009500.473
Q99653,CHP1,26505953.52,28440790.49,29031916.4,29145542.9,28281050.83
Q15185,PTGES3,50154887.24,51578125.72,44992386.16,43240319.42,47491429.63
Q13404,UBE2V1; TMEM189-UBE2V1,120838058,134556651.4,124528815.8,126174690,126524553.8
Q96EY7,PTCD3,19627052.29,24516181.03,30137083.77,32635339.5,26728914.15
Q96ER9,CCDC51,3613212.429,3875689.424,5247059.502,5359448.87,4523852.556
Q13011,ECH1,23107583.42,31384845.99,52811451.69,67791983.89,43773966.25
Q9NP61,ARFGAP3,10853030.79,11831606.97,10331186.64,10139005.93,10788707.58
P07814,EPRS,278801777.2,307642339.5,303335900.9,329125823.6,304726460.3
Q86UT6,NLRX1,1046728.133,1722299.895,2108184.813,2375556.72,1813192.39
Q9NX62,IMPAD1,27531741.82,25758681.9,24103335.59,22506367.6,24975031.73
Q9HC52,CBX8,2488382.553,2929186.423,2836842.476,2640501.415,2723728.217
Q7L1V2,MON1B,1517383.086,1907515.819,2184445.643,2207346.36,1954172.727
P33908,MAN1A1,3816062.615,2862314.313,2349217.165,2739441.888,2941758.996
P40938,RFC3,8452973.761,11304000.57,9254341.56,8076826.261,9272035.537
Q15691,MAPRE1,131442794.4,126563884.8,105119847.9,123070788.9,121549329
Q9H5Q4,TFB2M,4455969.386,4803031.865,5167803.398,4439541.392,4716586.51
O15213,WDR46,4363328.196,4615908.51,4032201.476,3897760.528,4227299.678
P85037,FOXK1,16038955.02,17350333.51,15551652.38,14158526.62,15774866.88
P31749,AKT1,13490666.53,13888534.67,12372077.26,11528809.7,12820022.04
Q9Y276,BCS1L,12131142.02,12415089.79,13275098.52,13434357.46,12813921.95
P16871,IL7R,1605981.511,392067.8361,169201.5038,137213.0149,576115.9665
Q9Y4E8,USP15,52919363.49,63703799.68,71518251.99,72609637.66,65187763.21
Q7L2E3,DHX30,64021542.92,68683807.16,66052821.06,63999043.89,65689303.76
Q9H330,TMEM245,4851164.32,6145739.105,7008132.049,6597775.491,6150702.741
Q9H0W8,SMG9,1263960.62,1745437.249,1196609.216,1045142.286,1312787.343
O00203,AP3B1,84706393.21,87335565.68,87568682.89,90332731.79,87485843.39
Q9HC16,APOBEC3G,2055059.787,714449.1598,951432.3455,560473.7979,1070353.773
O14949,UQCRQ,21570917,14241659,10337554.51,10861748.99,14252969.87
Q13526,PIN1,20483272.88,29617392.62,31894591.7,29261742.39,27814249.9
P61353,RPL27,368689818.4,410234634.8,392091922.6,361108675.5,383031262.8
P49773,HINT1,47410456.6,69124900.86,65511548.83,72448026.53,63623733.21
Q96GQ5,C16orf58,2295227.146,1353657.621,1030787.823,1341572.866,1505311.364
Q9Y282,ERGIC3,20433400.5,12136629.97,9207771.231,9321009.06,12774702.69
Q9NR34,MAN1C1,1654634.51,1633590.89,2864183.557,3213962.861,2341592.954
O94973,AP2A2,47253575.46,58101486.3,66002351.11,65887683.49,59311274.09
Q6ZUT6,C15orf52; CCDC9B,3148792.308,2803641.405,1888553.771,1624429.723,2366354.301
Q8WVX9,FAR1,6194068.988,8670523.336,7001386.491,5148685.274,6753666.022
Q8N111,CEND1,750047.6302,1213744.62,1547178.184,1480145.428,1247778.966
Q16854,DGUOK,2158590.991,2648676.728,3659795.341,4330311.479,3199343.635
P49748,ACADVL,191208984,177648517.5,183277595.3,177653381.3,182447119.5
O60216,RAD21,15502909.72,13906899.78,13578003.95,12468379.98,13864048.36
Q9Y3A5,SBDS,60182555.09,44074544.43,36407089.99,35159752.47,43955985.49
P15291,B4GALT1,5803554.936,6357800.794,6329664.807,5184009.879,5918757.604
P45973,CBX5,42378045.99,34669170.73,28699069.03,29133478.56,33719941.08
Q12789,GTF3C1,6503051.564,8169711.258,7893617.408,6055131.517,7155377.937
A6NDG6,PGP,2459810.93,4452490.051,5557835.518,5570492.656,4510157.289
P07099,EPHX1,130824216,123484379.9,141141748.9,144941343.6,135097922.1
Q86WV6,TMEM173,24183843.34,33687051.86,40491840.69,39347405.94,34427535.46
Q9UGP8,SEC63,80809826,87466190.35,93385196.1,87239887.87,87225275.08
P62877,RBX1,3504519.85,293517.9068,110302.3428,172124.0179,1020116.029
Q8TDB8,SLC2A14,7608720.37,10996542.86,9742017.41,6895028.532,8810577.294
P05091,ALDH2,169625975.5,162712773.3,214920433,273501436.1,205190154.5
O75071,EFCAB14; KIAA0494,441259.2352,686620.282,853323.2792,953598.6295,733700.3565
Q9BWS9,CHID1,15290679.4,25131714.11,34666356.49,37236475.73,28081306.43
P62495,ETF1,77112328.49,82020918.52,80230959.01,87480442.81,81711162.21
Q9BR76,CORO1B,69919373.19,59967528.39,63890304.18,65146607.28,64730953.26
Q6NZ67,MZT2B,4901792.809,5800229.553,5233101.232,4342015.644,5069284.809
O60547,GMDS,5363275.038,8392506.061,9971690.948,10970706.35,8674544.599
Q96RD7,PANX1,14322743.34,9695830.054,8210575.078,6261482.919,9622657.847
P49589,CARS,103909285.9,121131034.8,139628387,162530613.9,131799830.4
Q13724,MOGS,64916244.9,83825381.3,87096405.16,89388704.16,81306683.88
Q9Y2I8,WDR37,2814974.05,2767503.455,3013172.567,2171295.582,2691736.414
Q9NZM3,ITSN2,5479846.63,7685223.642,7760383.41,7764462.714,7172479.099
O14653,GOSR2,22223683.1,19490281.33,17330155.01,17471036.94,19128789.1
Q9UIV1,CNOT7,4187464.781,3365948.579,6204368.938,4045476.821,4450814.78
O75143,ATG13,495316.0576,671500.5842,826509.4496,753525.4843,686712.8939
Q9HCJ6,VAT1L,10794950.3,9891049.512,10862251.14,11121642.34,10667473.32
Q9UFC0,LRWD1,1625770.717,2422358.876,2763287.907,2759665.337,2392770.709
Q8NDH3,NPEPL1,1162135.8,724321.1909,1155136.956,1228604.715,1067549.665
P31323,PRKAR2B,3281467.838,4297313.649,5258488.435,5384618.894,4555472.204
O95210,STBD1,7536466.097,10998554.12,12054678.39,11098416.62,10422028.81
Q9Y320,TMX2,19296405.65,20520490.91,18502244.02,16263917.24,18645764.46
O94826,TOMM70A; TOMM70,65557129.48,67709413.76,80848859.33,84639758.27,74688790.21
P62424,RPL7A,680366249.6,596775679.2,481058891.5,483725192.2,560481503.1
Q8WWY3,PRPF31,27073142.24,29238293.75,28162842.02,26157312.66,27657897.67
P98175,RBM10,15212539.74,16697335.4,16446098.65,15010604.93,15841644.68
Q96RU3,FNBP1,964792.1616,771758.8956,709721.9087,771121.0811,804348.5118
P00156,CYTB,3677674.036,4290602.857,5243204.636,5311622.89,4630776.105
Q8TF42,UBASH3B,3130827.873,2791166.984,1827502.877,2550487.529,2574996.316
Q9BY50,SEC11C,1952383.357,3908197.362,5102484.412,4740588.541,3925913.418
P84090,ERH,79718216.76,78500514.3,71721585.97,63926420.27,73466684.32
Q7L273,KCTD9,389999.0222,0,314297.3886,0,176074.1027
Q9Y6C2,EMILIN1,229133320.5,238536860.9,311651914.5,381675064.4,290249290.1
Q7Z4H3,HDDC2,952342.7641,991107.2682,979572.0879,1532556.861,1113894.745
Q9H488,POFUT1,41326966.99,52740282.24,55998502.18,54161828.88,51056895.07
O94905,ERLIN2,144364210.9,119180619.7,117349324.6,123901005.3,126198790.1
Q96AA3,RFT1,6244755.107,4897842.873,5871180.193,5727325.708,5685275.97
Q9H0E2,TOLLIP,23561387.38,23436708.56,21587241.9,20390989.78,22244081.9
Q03252,LMNB2,261782580.2,232817868.9,230183913.6,243495321.6,242069921.1
Q96LD4,TRIM47,1007167.015,566976.6961,740780.8965,537578.6245,713125.8081
Q9BUL8,PDCD10,22148460,19345205.23,19238900.16,18854586.12,19896787.88
Q9HCG8,CWC22,4768968.621,5553816.258,5693685.156,5280080.846,5324137.72
P52735,VAV2,3887430.921,6141297.159,5725077.721,5903834.98,5414410.195
P16615,ATP2A2,388687956.1,362377778,380135174.9,336647378.9,366962072
Q15155,NOMO1,1404677.229,164395.4915,65471.42097,73343.40359,426971.8864
P27694,RPA1,29237895.98,41114158.79,41181167.57,39217018.48,37687560.2
Q96DG6,CMBL,4148484.256,4458960.273,4704823.107,5335162.181,4661857.455
Q9P258,RCC2,23806630.03,23207300.75,22343854.5,21042441.28,22600056.64
P78324,SIRPA,2674601.748,1268531.166,1507164.427,1235445.937,1671435.82
P41214,EIF2D,4452781.291,5115359.425,5913753.828,4526387.066,5002070.402
Q96KA5,CLPTM1L,13789072.5,16414189.93,16585981.66,16191076.27,15745080.09
P13716,ALAD,1653587.224,2955348.976,3434621.289,3332948.974,2844126.615
P40261,NNMT,26013220.76,27826965.31,29777844.43,30806690.14,28606180.16
P41236,PPP1R2,944490.5609,831088.7026,1072369.286,1291086.918,1034758.867
Q86V85,GPR180,4554689.736,3824356.369,2752777.014,2413590.822,3386353.485
O14802,POLR3A,932755.5442,1221315.385,1157009.545,634521.8046,986400.5699
Q15637,SF1,29032761.73,20425832.64,16433970.63,15137616.29,20257545.32
Q9HB71,CACYBP,84875077.9,136783621.7,147565239.6,158064532.3,131822117.9
Q9H6U8,ALG9,1710771.003,2084757.186,2280049.63,2171505.28,2061770.775
P07737,PFN1,1293757246,1432593489,1451284722,1277715823,1363837820
Q96L58,B3GALT6,1898661.975,1882517.997,1909073.117,1686282.485,1844133.894
O14777,NDC80,1140964.972,1738506.413,1350352.391,923685.6299,1288377.351
Q8IWB7,WDFY1,26360015.28,26829278.73,26664626.43,25844465.98,26424596.6
P05198,EIF2S1,136683185.9,133594599.4,122687968,124179324.5,129286269.4
Q9UL25,RAB21,33412287.41,36115666.51,31647622.76,27238688.34,32103566.26
Q15019,2-Sep,212490431.4,212274952.6,206604367.3,198168573.2,207384581.1
O60927,PPP1R11,2029703.196,2828140.782,2641103.165,2721771.74,2555179.721
P30101,PDIA3,2101045234,2167487416,2138419380,2138453954,2136351496
P23470,PTPRG,683599.9946,586437.505,659541.2196,574900.2424,626119.7404
Q8N3P4,VPS8,1089950.696,1869805.892,2335069.597,2073402.813,1842057.249
O75531,BANF1,55424104.7,56444077.38,60033827.96,62178229.24,58520059.82
Q9H7D7,WDR26,8113842.905,9426942.443,9890217.352,9698568.816,9282392.879
Q8TB96,ITFG1,6096090.083,5707679.622,5845410.821,5365617.272,5753699.45
P51153,RAB13,22609831.11,31067862.83,37295398.19,35878479.45,31712892.89
O75762,TRPA1,58227709.51,32679714.01,59413754.18,51866132.78,50546827.62
Q00059,TFAM,24034662.41,31747144.6,34835604.13,39990159.21,32651892.59
Q9H9A5,CNOT10,1986017.862,2292812.564,2703640.54,2635840.741,2404577.927
O15372,EIF3H,62067214.2,55013864.85,39870105.25,43950785.15,50225492.36
Q6P1A2,LPCAT3,11264991.71,12519461.53,14356065.34,15485447.38,13406491.49
P31942,HNRNPH3,134728503.9,110764995.8,107540640.8,111750889.8,116196257.6
P62805,HIST1H4A; HIST1H4F; HIST1H4D; HIST1H4J; HIST1H4H; HIST1H4C; HIST4H4; HIST2H4B; HIST1H4E; HIST1H4I; HIST1H4B; HIST2H4A; HIST1H4K; HIST1H4L,4126110389,4016056856,4189684236,4207616646,4134867032
Q8N4L2,TMEM55A; PIP4P2,1688759.607,2395235.423,2525598.693,2407496.977,2254272.675
Q13155,AIMP2,20775842.4,29985051.65,32844340.01,33083213.09,29172111.79
P42696,RBM34,15773416.79,11405817.42,9623116.029,7563458.837,11091452.27
P61978,HNRNPK,994145793.6,981830212,898578449,868852101.7,935851639.1
P24534,EEF1B2,294600768.4,347863125.4,357074634,345174933.7,336178365.4
Q9Y4G8,RAPGEF2,538037.5825,782891.5576,750373.218,652098.725,680850.2708
Q9C005,DPY30,813300.7286,1039562.711,826422.6016,1095491.418,943694.365
Q99598,TSNAX,9795598.809,13423649.85,14901379.53,15879725.07,13500088.32
Q6NUK1,SLC25A24,107250764.2,109903805.9,136586221,150496040.6,126059207.9
P12429,ANXA3,10134515.87,19289547.58,26236271.42,28568354.74,21057172.4
Q9BT78,COPS4,92245069.53,103047413.4,97464083.51,101250882.8,98501862.33
O75909,CCNK,9850067.221,9857930.781,10173980.43,9356921.562,9809724.999
Q8WXG1,RSAD2,5153612.281,3249480.68,2188309.727,0,2647850.672
Q9BVA0,KATNB1,0,0,0,472699.5702,118174.8926
Q9UER7,DAXX,894343.1417,1397413.733,1446680.406,2055055.166,1448373.112
P04818,TYMS,12270970.7,15293152.56,9948638.21,8669215.567,11545494.26
Q9BV38,WDR18,28824019.32,25650080.34,24184555.53,24706546.2,25841300.35
Q5W0Z9,ZDHHC20,818612.5424,930194.6144,634067.7859,508431.78,722826.6807
Q96FW1,OTUB1,62991083.95,77924692.89,87186006.43,89675741.35,79444381.16
Q68CQ4,DIEXF,4904873.739,5624580.582,4611810.445,3868996.875,4752565.41
Q6IAA8,LAMTOR1,51801415.72,65612613.14,71863132.95,64882243.44,63539851.31
Q8IVS2,MCAT,2535688.598,3339167.312,4113514.743,3985336.134,3493426.697
O94776,MTA2,47580660.19,46461728.91,37471178.28,37902867.7,42354108.77
Q96B97,SH3KBP1,16569397.59,17657288.69,18387012.04,17522521.6,17534054.98
Q9BZH6,WDR11,15485132.82,18595731.05,21468988.68,21970119.16,19379992.93
P27448,MARK3,823389.0016,1147479.577,1138032.882,1221810.658,1082678.03
P50452,SERPINB8,11612913.29,12925305.91,13656365.66,12394121.25,12647176.53
Q15018,FAM175B; ABRAXAS2,3512280.368,4373500.859,4525525.634,4345653.611,4189240.118
Q6IA69,NADSYN1,724478.474,965259.8546,1605265.074,1513203.529,1202051.733
O14530,TXNDC9,10723080.74,9318142.96,6557437.146,5732995.377,8082914.056
P37108,SRP14,41929953.04,28003176.85,23996634.58,20898912.31,28707169.2
O00499,BIN1,22279315.1,24970201.93,26629145.44,26950870.99,25207383.37
P54619,PRKAG1,10266548.14,11196104.8,11426332.91,13534169.49,11605788.84
Q6NVY1,HIBCH,22178039.78,25288498.19,32923329.8,37192327.99,29395548.94
Q9UIA9,XPO7,19602892.63,22883839.33,25195362.33,25460370.15,23285616.11
Q9UBQ0,VPS29,59879919.03,53556084.95,41163465.12,46592208.04,50297919.29
Q07666,KHDRBS1,181002718.4,148134383.3,158102673.9,136186055.6,155856457.8
Q13619,CUL4A,17712105.08,18239018.16,17232754.57,15423424.75,17151825.64
Q14978,NOLC1,35596170.8,12186966.41,7302915.45,6832708.438,15479690.27
Q8IVU3,HERC6,10919181.66,7941859.322,5376423.273,2786095.669,6755889.98
P54136,RARS,191842449.6,220750416.4,226388965,236601038.6,218895717.4
Q9Y2V7,COG6,7273239.832,10608753.71,11328180.57,10137721.23,9836973.835
P12277,CKB,74038083.51,160036164.5,235498053.7,280129049.9,187425337.9
P60510,PPP4C,17616741.07,20253904.36,19841919.34,20945030.52,19664398.82
O75122,CLASP2,4987506.699,5684813.647,5338058.423,3663097.417,4918369.046
Q5T1M5,FKBP15,20950494.59,21815997.62,18978924.95,16960000.51,19676354.42
Q9NQZ2,UTP3,5435043.482,5554507.218,4363915.741,3895607.687,4812268.532
Q99661,KIF2C,1731139.673,3979686.279,2305350.603,1620237.859,2409103.603
P27361,MAPK3,26757067.79,31733151.28,33325791.04,36428742,32061188.03
Q9BTE6,AARSD1; PTGES3L-AARSD1,3835696.732,5206291.376,4498338.838,4835761.249,4594022.049
Q86YV9,HPS6,832385.656,1149685.696,1175465.801,2157831.406,1328842.14
Q9Y6R0,NUMBL,3964221.99,3458625.568,3239048.129,3405771.651,3516916.835
Q96NE9,FRMD6,3979542.98,3061633.464,2130101.381,2413812.432,2896272.564
Q8NBJ5,COLGALT1; GLT25D1,211454638.1,219562688.8,217620221.5,199915190.9,212138184.8
Q9Y6A5,TACC3,2578207.963,6113851.881,6477000.855,3836078.165,4751284.716
P62888,RPL30,135576868.1,134743513.5,122522488.8,116142781.2,127246412.9
Q9H0X9,OSBPL5,6149399.764,5991248.314,6460326.358,6054496.262,6163867.674
P14678,SNRPB,103688384.9,100221770.3,99845318.31,94152884.03,99477089.38
P06730,EIF4E,31393478.4,30727816.21,26686624.92,26934760.41,28935669.98
Q9BSR8,YIPF4,7524806.586,7041359.027,7049094.441,6704667.465,7079981.88
Q8WUJ3,KIAA1199; CEMIP,8017641.624,3811134.902,4009760.794,3249308.285,4771961.401
Q5VYK3,KIAA0368,58864243,67046034.13,65751588.19,62177702.28,63459891.9
P07919,UQCRH,1891580.613,1861402.007,1596035.619,1789141.548,1784539.947
P00395,COX1,19337059.4,23620094.56,22987716.95,24473085.76,22604489.17
P84157,MXRA7,11211341.17,11133716.02,11509362.22,11752216.99,11401659.1
P30042,C21orf33; LOC102724023,30453608.23,33864016.43,45963740.64,52000544.86,40570477.54
P09417,QDPR,6993049.537,11192482.6,13154550.57,14515711.12,11463948.45
P49674,CSNK1E; LOC400927-CSNK1E,7041709.498,7441222.476,7520771.309,6296541.05,7075061.083
O60762,DPM1,38012618.99,53945417.41,51698580.77,54756681.52,49603324.67
P28070,PSMB4,99532824.52,97153833.13,95659440.58,97249803.06,97398975.32
P17858,PFKL,43177991.43,60311740.19,66077656.17,63607017.46,58293601.31
Q2PZI1,DPY19L1,5813429.033,6877125.726,6917031.859,7925732.815,6883329.858
Q16739,UGCG,5810536.046,5986389.306,3783111.431,2916942.609,4624244.848
Q9BPZ7,MAPKAP1,494974.6754,833249.9502,807585.7247,901249.7602,759265.0276
P55735,SEC13,66178602.32,62880070.86,59777611.91,62047173.56,62720864.66
P19784,CSNK2A2,55841741.69,66687852.81,61625119.25,59410760.24,60891368.5
Q9BRJ2,MRPL45,21284704.53,23318536.73,24707578.76,24748420.64,23514810.16
Q8IXM2,C17orf49; RNASEK-C17orf49,3620580.653,3897155.324,3749463.147,3697596.588,3741198.928
Q15643,TRIP11,22484932.62,15435166.85,20066515.51,17679048.21,18916415.8
Q07021,C1QBP,134453792,176679205,216497095.9,223151577.4,187695417.6
Q709C8,VPS13C,8442797.311,9890183.425,11292485.21,13030005.27,10663867.8
Q14139,UBE4A,8218935.747,8233009.135,9142966.66,9852820.17,8861932.928
O95208,EPN2,11156272.46,11639712.04,11819097.72,13945886.12,12140242.09
