#node1	node2	node1_accession	node2_accession	onset_condition	terminus_condition	onset	terminus	type	confidence_score_3	confidence_score_8	confidence_score_12	confidence_score_18	confidence_score_24	cluster	abundance_3	abundance_8	abundance_12	abundance_18	abundance_24
Us9	ESYT2	Q6UK10	Q3TZZ7	3		1	6	Provided	1	1	1	1	1	2	14	30	30	31	35
Us9	XPO7	Q6UK10	Q9EPK7	3		1	6	Provided	1	1	1	1	1	2	9	18	17	21	14
Us9	BMP1	Q6UK10	P98063	3		1	6	Provided	1	1	1	1	1	3	8	16	16	22	11
Us9	IPO5	Q6UK10	Q8BKC5	3		1	6	Provided	1	1	1	1	1	2	26	51	55	46	30
Us9	IPO7	Q6UK10	Q9EPL8	3		1	6	Provided	1	1	1	1	1	1	10	20	28	24	28
Us9	TNPO2	Q6UK10	Q99LG2	3		1	6	Provided	1	1	1	1	1	2	9	18	15	17	13
Us9	STXBP1	Q6UK10	O08599	3		1	6	Provided	1	1	1	1	1	2	9	17	15	20	11
Us9	USP9X	Q6UK10	P70398	3		1	6	Provided	1	1	1	1	1	2	16	31	25	33	29
Us9	EHD4	Q6UK10	Q9EQP2	3		1	6	Provided	1	1	1	1	1	2	19	36	41	46	35
Us9	TNPO1	Q6UK10	Q8BFY9	3		1	6	Provided	1	1	1	1	1	2	13	25	21	28	19
Us9	CSE1L	Q6UK10	Q9ERK4	3		1	6	Provided	1	1	1	1	1	2	18	33	28	28	29
Us9	MYH10	Q6UK10	Q61879	3		1	6	Provided	1	1	1	1	1	3	31	56	55	110	24
Us9	NSF	Q6UK10	P46460	3		1	6	Provided	1	1	1	1	1	3	15	27	28	49	31
Us9	FLNB	Q6UK10	Q80X90	3		1	6	Provided	1	1	1	1	1	3	17	29	25	60	33
Us9	PFKM	Q6UK10	P47857	3		1	6	Provided	1	1	1	1	1	3	8	12	9	25	19
Us9	IQGAP1	Q6UK10	Q9JKF1	3		1	6	Provided	1	1	1	1	1	3	46	74	64	107	48
Us9	COPA	Q6UK10	Q8CIE6	3		1	6	Provided	1	1	1	1	1	2	31	46	53	47	47
Us9	C6orf174	Q6UK10	Q6NZL0	3		1	6	Provided	1	1	1	1	1	2	5	17	15	16	14
Us9	CYFIP1	Q6UK10	Q7TMB8	3		1	6	Provided	1	1	1	1	1	3	8	11	17	21	9
Us9	MYH14	Q6UK10	Q6URW6	3		1	6	Provided	1	1	1	1	1	3	25	30	31	60	13
Us9	PPP2R1A	Q6UK10	Q76MZ3	3		1	6	Provided	1	1	1	1	1	2	20	23	25	25	19
Us9	IPO9	Q6UK10	Q91YE6	3		1	6	Provided	1	1	1	1	1	1	10	11	15	16	18
Us9	RCN2	Q6UK10	Q8BP92	3		1	6	Provided	1	1	1	1	1	4	12	14	10	13	8
Us9	DYNC1H1	Q6UK10	Q9JHU4	3		1	6	Provided	1	1	1	1	1	3	74	118	112	150	75
Us9	MAP1B	Q6UK10	P14873	3		1	6	Provided	1	1	1	1	1	4	47	52	39	42	36
Us9	DST	Q6UK10	Q91ZU6	3		1	6	Provided	1	1	1	1	1	3	9	8	15	30	7
Us9	NBEA	Q6UK10	Q9EPN1	3		1	6	Provided	1	1	1	1	1	4	22	19	23	28	21
Us9	PSMC5	Q6UK10	P62196	3		1	6	Provided	1	1	1	1	1	4	13	10	9	10	10
Us9	CYFIP2	Q6UK10	Q5SQX6	3		1	6	Provided	1	1	1	1	1	3	8	6	17	20	10
Us9	VPS35	Q6UK10	Q9EQH3	3		1	6	Provided	1	1	1	1	1	4	21	15	10	17	13
Us9	MATR3	Q6UK10	Q8K310	3		1	6	Provided	1	1	1	1	1	4	11	7	10	6	3
Us9	NPEPPS	Q6UK10	Q11011	3		1	6	Provided	1	1	1	1	1	4	14	8	6	13	7
Us9	RPL7A	Q6UK10	P12970	3		1	6	Provided	1	1	1	1	1	4	14	8	8	6	8
Us9	GDI2	Q6UK10	Q61598	3		1	6	Provided	1	1	1	1	1	4	16	8	5	13	7
Us9	PSMC2	Q6UK10	P46471	3		1	6	Provided	1	1	1	1	1	4	11	6	6	10	5
Us9	KCNN3	Q6UK10	P70605	3		1	6	Provided	1	1	1	1	1	1	1	30	52	61	84
Us9	GABBR1	Q6UK10	Q9Z0U4	3		1	6	Provided	1	1	1	1	1	2	1	26	27	31	18
Us9	ATP2B3	Q6UK10	Q64568	3		1	6	Provided	1	1	1	1	1	1	1	24	27	30	24
Us9	ATP2B2	Q6UK10	P11506	3		1	6	Provided	1	1	1	1	1	3	1	18	11	20	10
Us9	STX6	Q6UK10	Q63635	3		1	6	Provided	1	1	1	1	1	1	1	16	21	20	25
Us9	MTOR	Q6UK10	P42346	3		1	6	Provided	1	1	1	1	1	2	2	20	19	18	19
Us9	GPRASP1	Q6UK10	Q920R4	3		1	6	Provided	1	1	1	1	1	2	2	20	19	12	10
Us9	NF1	Q6UK10	P97526	3		1	6	Provided	1	1	1	1	1	1	2	19	21	22	19
Us9	GPAM	Q6UK10	P97564	3		1	6	Provided	1	1	1	1	1	1	2	13	14	21	18
Us9	ABCC1	Q6UK10	Q8CG09	3		1	6	Provided	1	1	1	1	1	3	2	12	17	21	13
Us9	KIDINS220	Q6UK10	Q9EQG6	3		1	6	Provided	1	1	1	1	1	2	11	80	81	75	65
Us9	SACM1L	Q6UK10	Q9ES21	3		1	6	Provided	1	1	1	1	1	1	3	19	26	17	23
Us9	ATP7A	Q6UK10	P70705	3		1	6	Provided	1	1	1	1	1	1	3	21	33	35	29
Us9	SYT1	Q6UK10	P21707	3		1	6	Provided	1	1	1	1	1	1	2	10	15	14	17
Us9	CACNA2D1	Q6UK10	P54290	3		1	6	Provided	1	1	1	1	1	1	1	6	13	20	22
Us9	ATP5F1	Q6UK10	P19511	3		1	6	Provided	1	1	1	1	1	1	4	22	24	19	29
Us9	EXOC7	Q6UK10	O54922	3		1	6	Provided	1	1	1	1	1	2	5	24	15	19	16
Us9	ATP2B1	Q6UK10	P11505	3		1	6	Provided	1	1	1	1	1	1	8	43	47	52	48
Us9	ATP5B	Q6UK10	P10719	3		1	6	Provided	1	1	1	1	1	1	30	156	211	229	259
Us9	ATP5H	Q6UK10	P31399	3		1	6	Provided	1	1	1	1	1	1	3	16	14	14	19
Us9	TRPV2	Q6UK10	Q9WUD2	3		1	6	Provided	1	1	1	1	1	2	21	104	83	106	90
Us9	ATP2B4	Q6UK10	Q64542	3		1	6	Provided	1	1	1	1	1	1	7	33	38	42	35
Us9	ATP2A2	Q6UK10	P11507	3		1	6	Provided	1	1	1	1	1	2	24	107	92	91	86
Us9	ATP5A1	Q6UK10	P15999	3		1	6	Provided	1	1	1	1	1	1	34	149	187	218	225
Us9	ATP6V0A1	Q6UK10	P25286	3		1	6	Provided	1	1	1	1	1	2	21	86	70	102	78
Us9	ATP5O	Q6UK10	Q06647	3		1	6	Provided	1	1	1	1	1	1	6	25	31	31	40
Us9	VPS45	Q6UK10	O08700	3		1	6	Provided	1	1	1	1	1	1	5	17	17	13	19
Us9	LPHN1	Q6UK10	O88917	3		1	6	Provided	1	1	1	1	1	1	3	9	19	15	13
Us9	ATP1B1	Q6UK10	P07340	3		1	6	Provided	1	1	1	1	1	1	6	22	30	20	26
Us9	GNAS	Q6UK10	Q63803	3		1	6	Provided	1	1	1	1	1	1	10	35	40	42	41
Us9	SYT5	Q6UK10	P47861	3		1	6	Provided	1	1	1	1	1	1	4	12	14	14	16
Us9	FLOT1	Q6UK10	Q9Z1E1	3		1	6	Provided	1	1	1	1	1	3	3	9	11	23	17
Us9	TCP1	Q6UK10	P28480	3		1	6	Provided	1	1	1	1	1	2	8	25	22	21	16
Us9	SLIT3	Q6UK10	O88280	3		1	6	Provided	1	1	1	1	1	1	7	21	26	27	25
Us9	LDLR	Q6UK10	P35952	3		1	6	Provided	1	1	1	1	1	2	6	19	18	19	15
Us9	MYO1D	Q6UK10	Q63357	3		1	6	Provided	1	1	1	1	1	3	8	22	17	35	9
Us9	ZW10	Q6UK10	Q4V8C2	3		1	6	Provided	1	1	1	1	1	2	7	19	18	13	16
Us9	ATP5C1	Q6UK10	P35435	3		1	6	Provided	1	1	1	1	1	1	7	19	22	24	31
Us9	PTPRN	Q6UK10	Q63259	3		1	6	Provided	1	1	1	1	1	2	9	26	29	27	25
Us9	MYO5A	Q6UK10	Q9QYF3	3		1	6	Provided	1	1	1	1	1	3	19	52	61	80	37
Us9	TECR	Q6UK10	Q64232	3		1	6	Provided	1	1	1	1	1	2	8	21	22	17	15
Us9	SGSM3	Q6UK10	Q6P6R7	3		1	6	Provided	1	1	1	1	1	2	7	17	13	17	9
Us9	LNPEP	Q6UK10	P97629	3		1	6	Provided	1	1	1	1	1	1	6	14	21	21	21
Us9	SCFD1	Q6UK10	Q62991	3		1	6	Provided	1	1	1	1	1	2	9	22	25	15	20
Us9	ATP1A1	Q6UK10	P06685	3		1	6	Provided	1	1	1	1	1	2	86	214	184	240	191
Us9	RPN1	Q6UK10	P07153	3		1	6	Provided	1	1	1	1	1	2	13	31	29	24	31
Us9	SCG2	Q6UK10	P10362	3		1	6	Provided	1	1	1	1	1	3	10	24	20	28	12
Us9	EHD3	Q6UK10	Q8R491	3		1	6	Provided	1	1	1	1	1	2	9	20	22	22	15
Us9	ATXN10	Q6UK10	Q9ER24	3		1	6	Provided	1	1	1	1	1	2	9	21	20	16	17
Us9	SQLE	Q6UK10	P52020	3		1	6	Provided	1	1	1	1	1	1	6	14	20	13	18
Us9	PNPLA7	Q6UK10	Q5BK26	3		1	6	Provided	1	1	1	1	1	1	13	29	41	49	51
Us9	SLC2A3	Q6UK10	Q07647	3		1	6	Provided	1	1	1	1	1	2	7	14	17	16	13
Us9	CHGB	Q6UK10	O35314	3		1	6	Provided	1	1	1	1	1	2	11	23	18	25	15
Us9	ACSL4	Q6UK10	O35547	3		1	6	Provided	1	1	1	1	1	2	15	31	23	32	23
Us9	GNAO1	Q6UK10	P59215	3		1	6	Provided	1	1	1	1	1	2	11	22	22	30	22
Us9	NISCH	Q6UK10	Q4G017	3		1	6	Provided	1	1	1	1	1	2	37	71	76	79	69
Us9	GNAI2	Q6UK10	P04897	3		1	6	Provided	1	1	1	1	1	2	13	25	25	26	22
Us9	MYO1C	Q6UK10	Q63355	3		1	6	Provided	1	1	1	1	1	3	18	34	34	58	19
Us9	COPB1	Q6UK10	P23514	3		1	6	Provided	1	1	1	1	1	2	27	50	51	48	35
Us9	VGF	Q6UK10	P20156	3		1	6	Provided	1	1	1	1	1	2	90	160	138	148	105
Us9	NEDD4	Q6UK10	Q62940	3		1	6	Provided	1	1	1	1	1	2	16	27	28	34	23
Us9	SPTAN1	Q6UK10	P16086	3		1	6	Provided	1	1	1	1	1	3	26	42	34	103	21
Us9	ACSL5	Q6UK10	O88813	3		1	6	Provided	1	1	1	1	1	2	15	24	24	14	24
Us9	XPO1	Q6UK10	Q80U96	3		1	6	Provided	1	1	1	1	1	2	31	49	42	44	35
Us9	COPG	Q6UK10	Q4AEF8	3		1	6	Provided	1	1	1	1	1	2	26	40	38	37	34
Us9	PGK1	Q6UK10	P16617	3		1	6	Provided	1	1	1	1	1	2	19	27	22	34	26
Us9	GOLGA2	Q6UK10	Q62839	3		1	6	Provided	1	1	1	1	1	2	12	16	21	12	12
Us9	CAND1	Q6UK10	P97536	3		1	6	Provided	1	1	1	1	1	2	32	39	34	38	39
Us9	CLTC	Q6UK10	P11442	3		1	6	Provided	1	1	1	1	1	2	114	133	108	134	123
Us9	MYBBP1A	Q6UK10	O35821	3		1	6	Provided	1	1	1	1	1	2	23	26	36	31	19
Us9	LRPPRC	Q6UK10	Q5SGE0	3		1	6	Provided	1	1	1	1	1	2	16	18	17	17	12
Us9	PSMC3	Q6UK10	Q63569	3		1	6	Provided	1	1	1	1	1	4	12	14	10	12	11
Us9	HSPA4	Q6UK10	O88600	3		1	6	Provided	1	1	1	1	1	3	13	15	10	21	11
Us9	RCN2	Q6UK10	Q62703	3		1	6	Provided	1	1	1	1	1	4	11	12	8	13	8
Us9	DYNC1H1	Q6UK10	P38650	3		1	6	Provided	1	1	1	1	1	3	113	123	117	159	78
Us9	MAP1B	Q6UK10	P15205	3		1	6	Provided	1	1	1	1	1	4	88	94	68	72	61
Us9	RPL4	Q6UK10	P50878	3		1	6	Provided	1	1	1	1	1	4	15	14	10	13	9
Us9	AP2B1	Q6UK10	P62944	3		1	6	Provided	1	1	1	1	1	4	15	14	14	20	15
Us9	ACACA	Q6UK10	P11497	3		1	6	Provided	1	1	1	1	1	4	18	17	17	28	24
Us9	RPL6	Q6UK10	P21533	3		1	6	Provided	1	1	1	1	1	4	18	16	14	16	14
Us9	RPL13	Q6UK10	P41123	3		1	6	Provided	1	1	1	1	1	4	11	10	6	10	4
Us9	TRIM28	Q6UK10	O08629	3		1	6	Provided	1	1	1	1	1	4	13	11	6	10	5
Us9	PSMD2	Q6UK10	Q4FZT9	3		1	6	Provided	1	1	1	1	1	4	14	11	9	15	12
Us9	ACLY	Q6UK10	P16638	3		1	6	Provided	1	1	1	1	1	4	50	40	31	57	39
Us9	FDPS	Q6UK10	P05369	3		1	6	Provided	1	1	1	1	1	4	16	12	12	14	13
Us9	PSMD1	Q6UK10	O88761	3		1	6	Provided	1	1	1	1	1	4	15	12	11	16	11
Us9	VCP	Q6UK10	P46462	3		1	6	Provided	1	1	1	1	1	4	32	24	19	22	20
Us9	FN1	Q6UK10	P04937	3		1	6	Provided	1	1	1	1	1	1	9	6	10	10	13
Us9	SEC31A	Q6UK10	Q9Z2Q1	3		1	6	Provided	1	1	1	1	1	4	55	38	35	36	41
Us9	UBA1	Q6UK10	Q5U300	3		1	6	Provided	1	1	1	1	1	4	35	24	12	32	19
Us9	EIF3A	Q6UK10	Q1JU68	3		1	6	Provided	1	1	1	1	1	4	12	8	3	7	6
Us9	DNM1L	Q6UK10	O35303	3		1	6	Provided	1	1	1	1	1	4	17	11	7	13	10
Us9	RPL18	Q6UK10	P12001	3		1	6	Provided	1	1	1	1	1	4	11	7	6	6	5
Us9	RNH1	Q6UK10	P29315	3		1	6	Provided	1	1	1	1	1	4	12	8	5	10	7
Us9	RPL7	Q6UK10	P05426	3		1	6	Provided	1	1	1	1	1	4	13	8	10	6	5
Us9	GDI1	Q6UK10	P50398	3		1	6	Provided	1	1	1	1	1	4	26	17	6	17	16
Us9	RARS	Q6UK10	P40329	3		1	6	Provided	1	1	1	1	1	4	16	9	7	7	8
Us9	CADPS	Q6UK10	Q62717	3		1	6	Provided	1	1	1	1	1	4	12	7	6	6	7
Us9	DNM1	Q6UK10	P21575	3		1	6	Provided	1	1	1	1	1	4	14	8	8	14	6
Us9	HSD17B4	Q6UK10	P97852	3		1	6	Provided	1	1	1	1	1	4	10	5	5	4	4
Us9	CAPN2	Q6UK10	Q07009	3		1	6	Provided	1	1	1	1	1	4	12	5	3	9	5
Us9	MVP	Q6UK10	Q62667	3		1	6	Provided	1	1	1	1	1	4	32	11	6	6	8
Us9	gC	Q6UK10	P06024	3		1	6	Provided	1	1	1	1	1	1	6	8	11	17	31
Us9	UL52	Q6UK10	Q85228	3		1	6	Provided	1	1	1	1	1	1	1	6	18	28	23
Us9	Us2	Q6UK10	P24382	3		1	6	Provided	1	1	1	1	1	1	5	41	54	101	164
Us9	gE	Q6UK10	P08354	3		1	6	Provided	1	1	1	1	1	1	4	11	20	26	20
ATP5B	ATP5O	P10719	Q06647			Inf	Inf	STRING	0.858	0.858	0.858	0.858	0.858						
ATP2B4	ATP1B1	Q64542	P07340			Inf	Inf	STRING	0.218	0.218	0.218	0.218	0.218						
ATP5H	ATP5O	P31399	Q06647			Inf	Inf	STRING	0.757	0.757	0.757	0.757	0.757						
ATP5H	ATP5B	P31399	P10719			Inf	Inf	STRING	0.749	0.749	0.749	0.749	0.749						
ATP2B1	ATP1B1	P11505	P07340			Inf	Inf	STRING	0.218	0.218	0.218	0.218	0.218						
CLTC	DNM1L	P11442	O35303			Inf	Inf	STRING	0.395	0.395	0.395	0.395	0.395						
SACM1L	DNM1L	Q9ES21	O35303			Inf	Inf	STRING	0.206	0.206	0.206	0.206	0.206						
SACM1L	CLTC	Q9ES21	P11442			Inf	Inf	STRING	0.087	0.087	0.087	0.087	0.087						
EHD3	CLTC	Q8R491	P11442			Inf	Inf	STRING	0.176	0.176	0.176	0.176	0.176						
RPL4	ATP5B	P50878	P10719			Inf	Inf	STRING	0.094	0.094	0.094	0.094	0.094						
RPL4	RPL7	P50878	P05426			Inf	Inf	STRING	0.597	0.597	0.597	0.597	0.597						
XPO1	CAND1	Q80U96	P97536			Inf	Inf	STRING	0.181	0.181	0.181	0.181	0.181						
MTOR	XPO1	P42346	Q80U96			Inf	Inf	STRING	0.217	0.217	0.217	0.217	0.217						
PSMC3	PSMD2	Q63569	Q4FZT9			Inf	Inf	STRING	0.982	0.982	0.982	0.982	0.982						
COPB1	PSMD2	P23514	Q4FZT9			Inf	Inf	STRING	0.206	0.206	0.206	0.206	0.206						
COPB1	CLTC	P23514	P11442			Inf	Inf	STRING	0.217	0.217	0.217	0.217	0.217						
COPB1	COPG	P23514	Q4AEF8			Inf	Inf	STRING	0.88	0.88	0.88	0.88	0.88						
TCP1	PSMD2	P28480	Q4FZT9			Inf	Inf	STRING	0.085	0.085	0.085	0.085	0.085						
TCP1	MTOR	P28480	P42346			Inf	Inf	STRING	0.114	0.114	0.114	0.114	0.114						
TCP1	PSMC3	P28480	Q63569			Inf	Inf	STRING	0.176	0.176	0.176	0.176	0.176						
RPL13	RPL7	P41123	P05426			Inf	Inf	STRING	0.448	0.448	0.448	0.448	0.448						
RPL13	RPL4	P41123	P50878			Inf	Inf	STRING	0.609	0.609	0.609	0.609	0.609						
ATP5A1	ATP5O	P15999	Q06647			Inf	Inf	STRING	0.824	0.824	0.824	0.824	0.824						
ATP5A1	PGK1	P15999	P16617			Inf	Inf	STRING	0.157	0.157	0.157	0.157	0.157						
ATP5A1	ATP5B	P15999	P10719			Inf	Inf	STRING	0.968	0.968	0.968	0.968	0.968						
ATP5A1	ATP5H	P15999	P31399			Inf	Inf	STRING	0.633	0.633	0.633	0.633	0.633						
ACLY	ATP5A1	P16638	P15999			Inf	Inf	STRING	0.165	0.165	0.165	0.165	0.165						
HSPA4	PGK1	O88600	P16617			Inf	Inf	STRING	0.133	0.133	0.133	0.133	0.133						
HSPA4	CLTC	O88600	P11442			Inf	Inf	STRING	0.262	0.262	0.262	0.262	0.262						
HSPA4	MTOR	O88600	P42346			Inf	Inf	STRING	0.169	0.169	0.169	0.169	0.169						
HSPA4	TCP1	O88600	P28480			Inf	Inf	STRING	0.212	0.212	0.212	0.212	0.212						
PSMD1	PSMD2	O88761	Q4FZT9			Inf	Inf	STRING	0.97	0.97	0.97	0.97	0.97						
PSMD1	PSMC3	O88761	Q63569			Inf	Inf	STRING	0.97	0.97	0.97	0.97	0.97						
PSMD1	HSPA4	O88761	O88600			Inf	Inf	STRING	0.188	0.188	0.188	0.188	0.188						
ATP2A2	ATP1B1	P11507	P07340			Inf	Inf	STRING	0.396	0.396	0.396	0.396	0.396						
ATP2A2	ATP2B4	P11507	Q64542			Inf	Inf	STRING	0.219	0.219	0.219	0.219	0.219						
ATP2A2	ATP2B1	P11507	P11505			Inf	Inf	STRING	0.249	0.249	0.249	0.249	0.249						
ATP2A2	ATP5A1	P11507	P15999			Inf	Inf	STRING	0.05	0.05	0.05	0.05	0.05						
ACSL4	ACSL5	O35547	O88813			Inf	Inf	STRING	0.219	0.219	0.219	0.219	0.219						
GNAO1	GNAI2	P59215	P04897			Inf	Inf	STRING	0.317	0.317	0.317	0.317	0.317						
RPL18	RPL7	P12001	P05426			Inf	Inf	STRING	0.604	0.604	0.604	0.604	0.604						
RPL18	RPL4	P12001	P50878			Inf	Inf	STRING	0.756	0.756	0.756	0.756	0.756						
RPL18	RPL13	P12001	P41123			Inf	Inf	STRING	0.613	0.613	0.613	0.613	0.613						
VPS45	DNM1L	O08700	O35303			Inf	Inf	STRING	0.114	0.114	0.114	0.114	0.114						
VPS45	CLTC	O08700	P11442			Inf	Inf	STRING	0.068	0.068	0.068	0.068	0.068						
VPS45	LNPEP	O08700	P97629			Inf	Inf	STRING	0.142	0.142	0.142	0.142	0.142						
CHGB	SYT5	O35314	P47861			Inf	Inf	STRING	0.423	0.423	0.423	0.423	0.423						
UBA1	PSMD2	Q5U300	Q4FZT9			Inf	Inf	STRING	0.048	0.048	0.048	0.048	0.048						
UBA1	PSMC3	Q5U300	Q63569			Inf	Inf	STRING	0.048	0.048	0.048	0.048	0.048						
UBA1	HSPA4	Q5U300	O88600			Inf	Inf	STRING	0.159	0.159	0.159	0.159	0.159						
TECR	CLTC	Q64232	P11442			Inf	Inf	STRING	0.72	0.72	0.72	0.72	0.72						
ATP2B3	ATP2B4	Q64568	Q64542			Inf	Inf	STRING	0.067	0.067	0.067	0.067	0.067						
ATP2B3	ATP2B1	Q64568	P11505			Inf	Inf	STRING	0.056	0.056	0.056	0.056	0.056						
ATP2B3	ATP2A2	Q64568	P11507			Inf	Inf	STRING	0.219	0.219	0.219	0.219	0.219						
STX6	VPS45	Q63635	O08700			Inf	Inf	STRING	0.615	0.615	0.615	0.615	0.615						
SCFD1	CLTC	Q62991	P11442			Inf	Inf	STRING	0.068	0.068	0.068	0.068	0.068						
SCFD1	COPG	Q62991	Q4AEF8			Inf	Inf	STRING	0.122	0.122	0.122	0.122	0.122						
SCFD1	VPS45	Q62991	O08700			Inf	Inf	STRING	0.18	0.18	0.18	0.18	0.18						
SCFD1	STX6	Q62991	Q63635			Inf	Inf	STRING	0.593	0.593	0.593	0.593	0.593						
VCP	PSMD2	P46462	Q4FZT9			Inf	Inf	STRING	0.199	0.199	0.199	0.199	0.199						
VCP	ATP5B	P46462	P10719			Inf	Inf	STRING	0.063	0.063	0.063	0.063	0.063						
VCP	PSMC3	P46462	Q63569			Inf	Inf	STRING	0.108	0.108	0.108	0.108	0.108						
VCP	HSPA4	P46462	O88600			Inf	Inf	STRING	0.215	0.215	0.215	0.215	0.215						
VCP	PSMD1	P46462	O88761			Inf	Inf	STRING	0.044	0.044	0.044	0.044	0.044						
VCP	UBA1	P46462	Q5U300			Inf	Inf	STRING	0.057	0.057	0.057	0.057	0.057						
LPHN1	SLIT3	O88917	O88280			Inf	Inf	STRING	0.613	0.613	0.613	0.613	0.613						
ATP1A1	ATP1B1	P06685	P07340			Inf	Inf	STRING	0.934	0.934	0.934	0.934	0.934						
ATP1A1	ATP2B4	P06685	Q64542			Inf	Inf	STRING	0.2	0.2	0.2	0.2	0.2						
ATP1A1	ATP2B1	P06685	P11505			Inf	Inf	STRING	0.7	0.7	0.7	0.7	0.7						
ATP1A1	TECR	P06685	Q64232			Inf	Inf	STRING	0.506	0.506	0.506	0.506	0.506						
ATP1A1	ATP2B3	P06685	Q64568			Inf	Inf	STRING	0.048	0.048	0.048	0.048	0.048						
CAPN2	SPTAN1	Q07009	P16086			Inf	Inf	STRING	0.114	0.114	0.114	0.114	0.114						
DNM1	CLTC	P21575	P11442			Inf	Inf	STRING	0.395	0.395	0.395	0.395	0.395						
DNM1	SACM1L	P21575	Q9ES21			Inf	Inf	STRING	0.206	0.206	0.206	0.206	0.206						
DNM1	EHD3	P21575	Q8R491			Inf	Inf	STRING	0.068	0.068	0.068	0.068	0.068						
GABBR1	ATP1B1	Q9Z0U4	P07340			Inf	Inf	STRING	0.557	0.557	0.557	0.557	0.557						
GABBR1	GNAI2	Q9Z0U4	P04897			Inf	Inf	STRING	0.108	0.108	0.108	0.108	0.108						
GABBR1	GNAO1	Q9Z0U4	P59215			Inf	Inf	STRING	0.181	0.181	0.181	0.181	0.181						
ACACA	PSMD2	P11497	Q4FZT9			Inf	Inf	STRING	0.653	0.653	0.653	0.653	0.653						
ACACA	COPB1	P11497	P23514			Inf	Inf	STRING	0.723	0.723	0.723	0.723	0.723						
SYT1	LDLR	P21707	P35952			Inf	Inf	STRING	0.12	0.12	0.12	0.12	0.12						
