#node1	node2	node1_accession	node2_accession	onset_condition	terminus_condition	onset	terminus	type	confidence_score_24	confidence_score_48	confidence_score_72	confidence_score_96	confidence_score_120	cluster	abundance_24	abundance_48	abundance_72	abundance_96	abundance_120
UL37	TIMM17A	P16778	Q99595	96		4	6	Provided	0	0	0.34	0.92	0.91	3	1701.535466	2298.679704	2947.916975	3119.577448	2913.692891
UL37	NDUFV1	P16778	P49821	72		3	6	Provided	0	0	0.84	0.9	0.94	1	36846.99706	30214.56893	20058.14987	21883.02033	9897.309379
UL37	RHOT2	P16778	Q8IXI1	72		3	6	Provided	0.33	0.69	0.96	0.98	0.94	4	27327.62204	21526.10604	20099.33449	36315.62898	12569.19659
UL37	PHB2	P16778	Q99623	72	120	3	5	Provided	0	0.75	0.98	0.87	0.59	4	75984.13816	43513.65361	47763.74938	68194.71245	53807.82824
UL37	VDAC2	P16778	P45880	24	48	1	2	Provided	0.91	0.67	1	1	1	4	7992683.528	9182013.436	8403239.365	11437026.44	5872324.12
UL37	VDAC2	P16778	P45880	72		3	6	Provided	0.91	0.67	1	1	1	4	7992683.528	9182013.436	8403239.365	11437026.44	5872324.12
UL37	OAS1	P16778	P00973	48	72	2	3	Provided	0.75	0.99	0.79	0.35	0	1	36154.47851	30655.09286	8297.003961	5480.872651	2308.336388
UL37	MTOR	P16778	P42345	72		3	6	Provided	0	0.38	0.94	0.99	0.98	3	6447.918273	18170.98237	15009.43406	21962.91932	13466.89671
UL37	COX5A	P16778	P20674	96		4	6	Provided	0.6	0	0	0.87	0.9	4	44281.98045	24750.30858	27779.55942	29917.28066	35391.3247
UL37	ATP5H	P16778	O75947	96		4	6	Provided	0	0	0.4	0.9	0.92	4	4181.80705	2497.710604	3311.61624	3598.651072	3805.160761
UL37	SLC25A12	P16778	O75746	120		5	6	Provided	0	0.45	0.69	0.64	0.91	4	14039.37136	14472.4555	14724.897	16911.2283	14220.89323
UL37	TIMM17B	P16778	O60830	96		4	6	Provided	0	0	0	0.91	0.9	1	12177.79212	4676.439002	3170.985789	4283.499492	4140.178428
UL37	LRPPRC	P16778	P42704	24		1	6	Provided	1	1	1	1	1	4	678678.674	754604.9586	926090.1396	804461.5977	620649.8971
UL37	NDUFS2	P16778	O75306	72	96	3	4	Provided	0.25	0.44	0.81	0.5	0.92	4	31866.67099	30302.98214	25036.53977	23877.67732	13433.51116
UL37	NDUFS2	P16778	O75306	120		5	6	Provided	0.25	0.44	0.81	0.5	0.92	4	31866.67099	30302.98214	25036.53977	23877.67732	13433.51116
UL37	EXOC5	P16778	O00471	72		3	6	Provided	0	0.65	0.97	0.88	0.95	4	15420.45339	29166.87449	22091.67443	22221.80712	10971.11967
UL37	HAX1	P16778	O00165	120		5	6	Provided	0	0	0.39	0	0.95	3	3988.210889	8672.47625	5998.021951	7271.077599	6151.32694
UL37	SAMM50	P16778	Q9Y512	48		2	6	Provided	0.78	0.99	0.99	1	0.99	2	74345.93663	162065.8028	89893.58166	115645.7438	64493.58374
UL37	MTCH1	P16778	Q9NZJ7	48		2	6	Provided	0.61	0.92	1	0.99	0.99	4	51062.29228	59218.82325	64347.41031	68730.63211	30231.68833
UL37	MCU	P16778	Q8NE86	96		4	6	Provided	0	0	0.37	0.95	0.95	4	13865.80871	13240.05797	10960.26493	13321.35866	12078.29107
UL37	PHB	P16778	P35232	72		3	6	Provided	0	0.04	0.84	0.99	1	1	204273.6814	80170.05092	84283.87541	109616.064	78064.44098
UL37	SDHA	P16778	P31040	72		3	6	Provided	0.09	0.37	0.93	0.94	0.88	4	8490.383295	10582.7818	5094.002665	8150.096155	4863.775668
UL37	ARMCX3	P16778	Q9UH62	24		1	6	Provided	0.82	0.99	1	1	1	3	93689.34381	162511.9324	173659.9438	210370.4016	132582.4775
UL37	TIMM23B	P16778	Q5SRD1	72		3	6	Provided	0	0	0.82	0.9	0.85	3	7339.575678	10385.17391	11396.13416	14098.33551	7457.678073
UL37	TIMM21	P16778	Q9BVV7	120		5	6	Provided	0	0	0.47	0.42	0.97	3	11533.09747	11711.33909	22728.72962	27743.3416	20626.67079
UL37	HADHA	P16778	P40939	24		1	6	Provided	1	0.99	1	1	1	3	4211042.234	6719552.148	8201286.208	8321644.887	5985113.259
UL37	MTX2	P16778	O75431	48		2	6	Provided	0.4	0.84	0.99	0.98	0.96	3	16762.21746	37691.734	19027.36482	28588.56349	22061.52641
UL37	TMEM173	P16778	Q86WV6	72		3	6	Provided	0	0.43	1	0.99	0.99	3	23613.70381	48966.16359	73036.14755	80275.87718	50030.02276
UL37	SLC25A24	P16778	Q6NUK1	72	120	3	5	Provided	0.46	0.01	0.92	0.88	0	1	15560.86024	14605.13069	8065.052903	7857.036889	4021.937687
UL37	MSTO1	P16778	Q9BUK6	96	120	4	5	Provided	0	0	0.39	0.92	0	1	196738.5418	65245.25763	57591.90769	15312.17366	11164.51498
UL37	UQCRH	P16778	P07919	72		3	6	Provided	0.32	0	0.96	0.96	0.97	4	55469.18842	69651.61	91740.53632	70054.55927	63865.85228
UL37	C1QBP	P16778	Q07021	72		3	6	Provided	0	0.77	0.93	0.97	0.98	1	37423.97389	25878.15195	17765.35153	20715.09275	23888.46644
UL37	MICU1	P16778	Q9BPX6	72		3	6	Provided	0	0.74	0.96	0.95	0.98	4	8841.618407	15096.76738	14391.17933	15014.4669	7961.66684
UL37	SLC25A10	P16778	Q9UBX3	72		3	6	Provided	0	0.51	0.99	0.99	0.97	3	24557.59036	34971.70091	35785.4182	41566.54665	29316.08386
UL37	PPP6C	P16778	O00743	72	120	3	5	Provided	0	0	0.91	0.97	0.41	2	11023.70241	21089.56685	11478.93255	15110.5066	7881.501704
UL37	GOLPH3	P16778	Q9H4A6	72		3	6	Provided	0	0	0.83	0.9	0.9	4	8818.63816	8520.438175	8211.46638	7605.016019	4275.483201
UL37	BAK1	P16778	Q16611	72		3	6	Provided	0.47	0.63	1	0.97	1	4	45489.38086	71555.63747	80143.60228	79181.42506	53574.03618
UL37	DNAJA1	P16778	P31689	96	120	4	5	Provided	0.36	0.21	0.46	0.99	0.58	4	216993.1978	320221.3935	227289.6662	238542.3688	165622.3705
UL37	SLC25A13	P16778	Q9UJS0	120		5	6	Provided	0	0.62	0.61	0.45	0.96	3	95015.39213	108892.7176	133057.7251	166830.6527	124938.0981
UL37	ATAD3B	P16778	Q5T9A4	24	48	1	2	Provided	0.98	0.68	1	0.99	1	3	313471.9694	538238.8263	494159.1045	600713.9325	402684.8067
UL37	ATAD3B	P16778	Q5T9A4	72		3	6	Provided	0.98	0.68	1	0.99	1	3	313471.9694	538238.8263	494159.1045	600713.9325	402684.8067
UL37	CYB5B	P16778	O43169	72		3	6	Provided	0.23	0	0.9	0.93	0.94	1	14826.68053	7484.687114	6360.59184	9298.532116	17077.95903
UL37	OXA1L	P16778	Q15070	96	120	4	5	Provided	0	0	0.74	0.92	0	3	7890.559299	9282.137327	16739.71646	15458.57457	11983.2999
UL37	MTCH2	P16778	Q9Y6C9	24	48	1	2	Provided	1	0.6	1	0.97	0.99	4	348022.8201	401416.0047	452746.1004	463029.4763	329820.1647
UL37	MTCH2	P16778	Q9Y6C9	72		3	6	Provided	1	0.6	1	0.97	0.99	4	348022.8201	401416.0047	452746.1004	463029.4763	329820.1647
UL37	ATP5C1	P16778	P36542	72	120	3	5	Provided	0	0	0.82	0.93	0.1	4	29045.36247	22812.96052	20612.31639	21163.19712	15397.14548
UL37	CHCHD3	P16778	Q9NX63	24		1	6	Provided	0.84	0.99	0.99	0.99	0.89	2	134335.3252	418124.2195	270905.186	252364.4713	147442.3099
UL37	TIMM50	P16778	Q3ZCQ8	120		5	6	Provided	0	0.02	0.36	0.21	0.98	3	23614.30119	27560.8614	31509.15895	38469.52027	24151.64367
UL37	HADHB	P16778	P55084	24		1	6	Provided	0.88	1	1	1	1	3	2320543.691	3893415.416	4241567.41	4466973.298	2858269.679
UL37	TMEM126A	P16778	Q9H061	96		4	6	Provided	0	0	0.47	0.97	0.97	3	3716.400659	5796.320522	4887.029325	7878.026136	3960.14422
UL37	UQCR10	P16778	Q9UDW1	72		3	6	Provided	0	0.4	0.9	0.96	0.99	4	79221.69051	83287.3412	82690.36462	73618.23075	71387.9447
UL37	VDAC3	P16778	Q9Y277	24		1	6	Provided	0.98	0.83	0.99	0.99	1	4	927010.1426	1017570.401	913426.2921	989306.6754	628459.02
UL37	MICU2	P16778	Q8IYU8	72		3	6	Provided	0	0.47	0.95	0.99	0.91	4	8726.875245	8880.619506	8670.453492	9775.610007	4781.331994
UL37	UQCRC1	P16778	P31930	72	120	3	5	Provided	0.31	0.07	0.87	1	0.62	4	71790.53844	46481.39184	66997.39814	74192.79478	42582.65385
UL37	PTRH2	P16778	Q9Y3E5	96		4	6	Provided	0	0	0	0.94	0.93	3	4293.812099	9995.808204	10258.087	24527.44977	12123.08065
UL37	ACAD9	P16778	Q9H845	120		5	6	Provided	0	0	0.35	0.43	0.96	4	6455.484601	9330.611236	7827.300807	9198.617598	7629.016868
UL37	SLIRP	P16778	Q9GZT3	48		2	6	Provided	0.6	0.96	0.99	0.98	1	3	63611.19404	154657.0928	172365.3517	158660.9065	118959.9241
UL37	PGAM5	P16778	Q96HS1	48		2	6	Provided	0.75	0.94	0.96	0.98	0.91	4	24997.36568	32909.54307	21181.11661	28301.69506	14232.98535
UL37	CYC1	P16778	P08574	24		1	6	Provided	0.94	0.99	0.99	1	0.96	4	117007.7468	105864.0258	92961.51908	90003.0712	89048.26885
UL37	TRIO	P16778	O75962	48	72	2	3	Provided	0	0.97	0.12	0	0	1	171493.2108	99976.73181	18456.97728	13809.39038	3470.540798
UL37	SLC25A11	P16778	Q02978	96		4	6	Provided	0.61	0.34	0.62	0.94	0.93	3	59424.07192	53625.99118	80813.63018	90369.69356	97679.82167
UL37	NDUFA9	P16778	Q16795	96		4	6	Provided	0.49	0	0	0.93	0.95	1	74135.49856	28667.23836	12610.0002	12489.97482	14914.10386
UL37	DYNLL1	P16778	P63167	48	120	2	5	Provided	0	0.86	0.95	0.85	0.43	2	29254.46296	43520.46093	12004.95132	10213.08508	15683.03197
UL37	DNAJC11	P16778	Q9NVH1	96		4	6	Provided	0	0	0.68	0.9	0.91	4	5970.486612	5797.021108	6973.392591	8530.162078	5075.174074
UL37	CPT1A	P16778	P50416	48	72	2	3	Provided	0.21	0.8	0.77	0.8	0.99	4	21429.84383	25174.88648	29431.27777	30582.88775	17773.78948
UL37	CPT1A	P16778	P50416	96		4	6	Provided	0.21	0.8	0.77	0.8	0.99	4	21429.84383	25174.88648	29431.27777	30582.88775	17773.78948
UL37	CAVIN1	P16778	Q6NZI2	96	120	4	5	Provided	0	0.5	0.05	1	0.01	2	229249.2593	948555.9598	86857.62505	230253.9606	25176.40778
UL37	ATP5D	P16778	P30049	96		4	6	Provided	0	0	0	0.9	0.89	1	21732.20522	5590.787928	10677.88934	9110.478218	8230.902089
UL37	RHOT1	P16778	Q8IXI2	72	120	3	5	Provided	0	0.34	0.8	0.96	0.79	3	4299.67052	5834.664763	12863.18515	10178.18988	3087.616794
UL37	ATAD3A	P16778	Q9NVI7	24		1	6	Provided	0.94	0.96	1	0.99	1	3	97616.17592	181388.1596	159731.8616	197671.95	99279.94882
UL37	NDUFV2	P16778	P19404	72	120	3	5	Provided	0	0	0.82	0.9	0	1	11462.58681	6063.865259	5584.525253	6702.268588	5844.439442
UL37	STOML2	P16778	Q9UJZ1	48		2	6	Provided	0.73	0.99	0.99	1	1	3	76353.86541	84770.82166	84590.07152	144881.4863	77017.74597
UL37	TOMM40	P16778	O96008	24		1	6	Provided	0.91	0.86	1	1	1	3	66163.95913	70683.81561	106155.9247	108520.5129	80402.00915
UL37	IMMT	P16778	Q16891	24		1	6	Provided	1	1	1	1	1	2	504183.2062	1143901.956	618702.3594	780480.4371	388410.4423
UL37	RARS2	P16778	Q5T160	72		3	6	Provided	0	0.61	0.96	0.95	0.91	4	7646.513192	8505.750403	8283.34581	7599.689504	6341.454178
UL37	YME1L1	P16778	Q96TA2	72		3	6	Provided	0.65	0.64	0.85	0.99	1	2	53316.68755	106718.4116	63195.94072	53526.31428	35303.78476
UL37	GK	P16778	P32189	72	96	3	4	Provided	0.46	0.46	0.98	0.43	1	4	90788.71888	76031.997	71756.97009	68225.73413	45252.26585
UL37	GK	P16778	P32189	120		5	6	Provided	0.46	0.46	0.98	0.43	1	4	90788.71888	76031.997	71756.97009	68225.73413	45252.26585
UL37	BAX	P16778	Q07812	24		1	6	Provided	1	1	1	1	1	4	1605662.881	1803345.398	1751506.476	2291182.73	1439758.522
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
UL37	US24	P16778	F5H8S6	72		3	6	Provided	0	0.67	0.99	0.87	0.97	3	12815.17412	34291.3661	32595.86084	35775.04207	16767.28889
UL37	US8	P16778	F5HB52	72		3	6	Provided	0	0.43	0.9	0.96	0.94	3	17622.46522	38118.87933	39303.82329	26846.30509	23966.06737
UL37	US9	P16778	P09729	72		3	6	Provided	0	0.34	0.98	0.97	0.9	3	7789.914445	23658.85286	29203.97212	22192.36443	15241.81438
ATP5D	UQCRC1	P30049	P31930			Inf	Inf	STRING	0.261	0.261	0.261	0.261	0.261						
RAP1B	VCL	P61224	P18206			Inf	Inf	STRING	0.08	0.08	0.08	0.08	0.08						
LRPPRC	C1QBP	P42704	Q07021			Inf	Inf	STRING	0.227	0.227	0.227	0.227	0.227						
CHCHD3	MTX2	Q9NX63	O75431			Inf	Inf	STRING	0.806	0.806	0.806	0.806	0.806						
SDHA	UQCRC1	P31040	P31930			Inf	Inf	STRING	0.042	0.042	0.042	0.042	0.042						
SDHA	SLC25A11	P31040	Q02978			Inf	Inf	STRING	0.081	0.081	0.081	0.081	0.081						
SDHA	DNAJA3	P31040	Q96EY1			Inf	Inf	STRING	0.403	0.403	0.403	0.403	0.403						
NDUFA9	UQCRC1	Q16795	P31930			Inf	Inf	STRING	0.845	0.845	0.845	0.845	0.845						
NDUFA9	DNAJA3	Q16795	Q96EY1			Inf	Inf	STRING	0.379	0.379	0.379	0.379	0.379						
IQGAP1	RAP1B	P46940	P61224			Inf	Inf	STRING	0.185	0.185	0.185	0.185	0.185						
IQGAP1	NDUFA9	P46940	Q16795			Inf	Inf	STRING	0.4	0.4	0.4	0.4	0.4						
CDH2	VCL	P19022	P18206			Inf	Inf	STRING	0.081	0.081	0.081	0.081	0.081						
CDH2	IQGAP1	P19022	P46940			Inf	Inf	STRING	0.305	0.305	0.305	0.305	0.305						
LPCAT1	RAP1B	Q8NF37	P61224			Inf	Inf	STRING	0.08	0.08	0.08	0.08	0.08						
LPCAT1	FAF2	Q8NF37	Q96CS3			Inf	Inf	STRING	0.395	0.395	0.395	0.395	0.395						
HK2	GLUD1	P52789	P00367			Inf	Inf	STRING	0.157	0.157	0.157	0.157	0.157						
HSPA9	UQCRC1	P38646	P31930			Inf	Inf	STRING	0.05	0.05	0.05	0.05	0.05						
HSPA9	VCL	P38646	P18206			Inf	Inf	STRING	0.14	0.14	0.14	0.14	0.14						
HSPA9	C1QBP	P38646	Q07021			Inf	Inf	STRING	0.227	0.227	0.227	0.227	0.227						
HSPA9	DNAJB9	P38646	Q9UBS3			Inf	Inf	STRING	0.194	0.194	0.194	0.194	0.194						
HSPA9	DNAJA3	P38646	Q96EY1			Inf	Inf	STRING	0.613	0.613	0.613	0.613	0.613						
HSPA9	SDHA	P38646	P31040			Inf	Inf	STRING	0.459	0.459	0.459	0.459	0.459						
HSPA9	HK2	P38646	P52789			Inf	Inf	STRING	0.128	0.128	0.128	0.128	0.128						
HSP90B1	DNAJB9	P14625	Q9UBS3			Inf	Inf	STRING	0.186	0.186	0.186	0.186	0.186						
HSP90B1	FAF2	P14625	Q96CS3			Inf	Inf	STRING	0.86	0.86	0.86	0.86	0.86						
HSP90B1	DNAJA3	P14625	Q96EY1			Inf	Inf	STRING	0.159	0.159	0.159	0.159	0.159						
HSP90B1	HSPA9	P14625	P38646			Inf	Inf	STRING	0.542	0.542	0.542	0.542	0.542						
ATP5H	ATP5D	O75947	P30049			Inf	Inf	STRING	0.968	0.968	0.968	0.968	0.968						
ATP5H	SDHA	O75947	P31040			Inf	Inf	STRING	0.043	0.043	0.043	0.043	0.043						
CTNNA1	VCL	P35221	P18206			Inf	Inf	STRING	0.974	0.974	0.974	0.974	0.974						
CTNNA1	RAP1B	P35221	P61224			Inf	Inf	STRING	0.08	0.08	0.08	0.08	0.08						
CTNNA1	CDH2	P35221	P19022			Inf	Inf	STRING	0.825	0.825	0.825	0.825	0.825						
UQCRFS1	UQCRC1	P47985	P31930			Inf	Inf	STRING	0.999	0.999	0.999	0.999	0.999						
UQCRFS1	ATP5D	P47985	P30049			Inf	Inf	STRING	0.25	0.25	0.25	0.25	0.25						
UQCRFS1	SDHA	P47985	P31040			Inf	Inf	STRING	0.432	0.432	0.432	0.432	0.432						
UQCRFS1	NDUFA9	P47985	Q16795			Inf	Inf	STRING	0.971	0.971	0.971	0.971	0.971						
UQCRFS1	HSPA9	P47985	P38646			Inf	Inf	STRING	0.13	0.13	0.13	0.13	0.13						
CYB5B	UQCRFS1	O43169	P47985			Inf	Inf	STRING	0.416	0.416	0.416	0.416	0.416						
GPD2	GLUD1	P43304	P00367			Inf	Inf	STRING	0.195	0.195	0.195	0.195	0.195						
UQCRH	UQCRC1	P07919	P31930			Inf	Inf	STRING	0.989	0.989	0.989	0.989	0.989						
UQCRH	SDHA	P07919	P31040			Inf	Inf	STRING	0.05	0.05	0.05	0.05	0.05						
UQCRH	NDUFA9	P07919	Q16795			Inf	Inf	STRING	0.829	0.829	0.829	0.829	0.829						
UQCRH	UQCRFS1	P07919	P47985			Inf	Inf	STRING	0.952	0.952	0.952	0.952	0.952						
ACAD9	UQCRC1	Q9H845	P31930			Inf	Inf	STRING	0.131	0.131	0.131	0.131	0.131						
ACAD9	SDHA	Q9H845	P31040			Inf	Inf	STRING	0.315	0.315	0.315	0.315	0.315						
CYC1	UQCRC1	P08574	P31930			Inf	Inf	STRING	0.948	0.948	0.948	0.948	0.948						
CYC1	ATP5D	P08574	P30049			Inf	Inf	STRING	0.261	0.261	0.261	0.261	0.261						
CYC1	SDHA	P08574	P31040			Inf	Inf	STRING	0.368	0.368	0.368	0.368	0.368						
CYC1	NDUFA9	P08574	Q16795			Inf	Inf	STRING	0.8	0.8	0.8	0.8	0.8						
CYC1	HSPA9	P08574	P38646			Inf	Inf	STRING	0.05	0.05	0.05	0.05	0.05						
CYC1	ATP5H	P08574	O75947			Inf	Inf	STRING	0.424	0.424	0.424	0.424	0.424						
CYC1	UQCRFS1	P08574	P47985			Inf	Inf	STRING	0.973	0.973	0.973	0.973	0.973						
CYC1	UQCRH	P08574	P07919			Inf	Inf	STRING	0.989	0.989	0.989	0.989	0.989						
CYC1	ATAD3B	P08574	Q5T9A4			Inf	Inf	STRING	0.416	0.416	0.416	0.416	0.416						
COX5A	UQCRC1	P20674	P31930			Inf	Inf	STRING	0.734	0.734	0.734	0.734	0.734						
COX5A	ATP5D	P20674	P30049			Inf	Inf	STRING	0.413	0.413	0.413	0.413	0.413						
COX5A	NDUFA9	P20674	Q16795			Inf	Inf	STRING	0.635	0.635	0.635	0.635	0.635						
COX5A	UQCRFS1	P20674	P47985			Inf	Inf	STRING	0.799	0.799	0.799	0.799	0.799						
COX5A	UQCRH	P20674	P07919			Inf	Inf	STRING	0.736	0.736	0.736	0.736	0.736						
COX5A	CYC1	P20674	P08574			Inf	Inf	STRING	0.866	0.866	0.866	0.866	0.866						
YME1L1	DNAJA3	Q96TA2	Q96EY1			Inf	Inf	STRING	0.05	0.05	0.05	0.05	0.05						
YME1L1	HSPA9	Q96TA2	P38646			Inf	Inf	STRING	0.102	0.102	0.102	0.102	0.102						
CALR	HSPA9	P27797	P38646			Inf	Inf	STRING	0.053	0.053	0.053	0.053	0.053						
CALR	HSP90B1	P27797	P14625			Inf	Inf	STRING	0.941	0.941	0.941	0.941	0.941						
NDUFV1	UQCRC1	P49821	P31930			Inf	Inf	STRING	0.831	0.831	0.831	0.831	0.831						
NDUFV1	SDHA	P49821	P31040			Inf	Inf	STRING	0.553	0.553	0.553	0.553	0.553						
NDUFV1	CPT1A	P49821	P50416			Inf	Inf	STRING	0.387	0.387	0.387	0.387	0.387						
NDUFV1	NDUFA9	P49821	Q16795			Inf	Inf	STRING	0.977	0.977	0.977	0.977	0.977						
NDUFV1	UQCRFS1	P49821	P47985			Inf	Inf	STRING	0.886	0.886	0.886	0.886	0.886						
NDUFV1	UQCRH	P49821	P07919			Inf	Inf	STRING	0.827	0.827	0.827	0.827	0.827						
NDUFV1	CYC1	P49821	P08574			Inf	Inf	STRING	0.8	0.8	0.8	0.8	0.8						
NDUFV1	COX5A	P49821	P20674			Inf	Inf	STRING	0.627	0.627	0.627	0.627	0.627						
HSPA5	SDF2L1	P11021	Q9HCN8			Inf	Inf	STRING	0.269	0.269	0.269	0.269	0.269						
HSPA5	DNAJB9	P11021	Q9UBS3			Inf	Inf	STRING	0.428	0.428	0.428	0.428	0.428						
HSPA5	RMDN3	P11021	Q96TC7			Inf	Inf	STRING	0.387	0.387	0.387	0.387	0.387						
HSPA5	FAF2	P11021	Q96CS3			Inf	Inf	STRING	0.126	0.126	0.126	0.126	0.126						
HSPA5	DNAJA3	P11021	Q96EY1			Inf	Inf	STRING	0.194	0.194	0.194	0.194	0.194						
HSPA5	IQGAP1	P11021	P46940			Inf	Inf	STRING	0.387	0.387	0.387	0.387	0.387						
